user_id,plan_start_date,plan_end_date,churned,MRR
1389,2024-01-01,05/30/2024,Y,0.0
1390,2024-01-01,,N,0.0
1391,2024-01-17,2025-06-10,N,49.0
1392,2024-01-20,2025-02-13,Y,0.0
1393,2024-01-09,,Y,0.0
1394,2024-01-25,2024-11-20,Y,99.0
1395,2024-01-13,05/07/2025,N,0.0
1396,2024-01-05,,Y,79.0
1397,2024-01-15,2024-05-14,Y,59.0
1398,2024-01-26,2024-04-25,Y,0.0
1399,,01/25/2025,Y,0.0
1400,2024-01-02,05/01/2024,Y,0.0
1401,2024-01-09,,Y,149.0
1402,2024-01-18,,Y,0.0
1403,2024-01-28,,N,149.0
1404,2024-01-25,2024-10-21,N,0.0
1405,2024-01-29,2024-07-27,N,79.0
1406,2024-01-19,2025-02-12,N,0.0
1407,2024-01-04,,Y,49.0
1408,2024-01-04,2024-11-29,Y,0.0
1409,2024-01-11,,Y,149.0
1410,2024-01-25,12/15/2025,Y,0.0
1411,2024-01-14,2024-05-13,Y,0.0
1412,,,Y,79.0
1413,2024-01-03,2024-10-29,Y,99.0
1414,2024-01-04,01/28/2025,,0.0
1415,2024-01-09,2025-09-30,N,0.0
1416,2024-01-23,2025-09-14,N,0.0
1417,2024-01-26,2025-09-17,N,0.0
1418,2024-01-23,11/13/2025,N,79.0
1419,2024-01-18,,N,0.0
1420,2024-01-26,08/23/2024,Y,0.0
1421,2024-01-12,,,59.0
1422,2024-01-08,02/01/2025,N,29.0
1423,2024-01-30,05/29/2024,Y,49.0
1424,2024-01-17,,N,0.0
1425,2024-01-25,,N,0.0
1426,2024-01-19,10/10/2025,N,0.0
1427,2024-01-02,09/28/2024,N,0.0
1428,2024-01-02,,N,79.0
1429,2024-01-28,2025-04-22,N,0.0
1430,2024-01-02,,Y,0.0
1431,2024-01-28,2025-10-19,Y,0.0
1432,2024-01-04,2025-09-25,N,29.0
1433,2024-01-10,10/06/2024,N,0.0
1434,2024-01-16,2025-03-11,N,79.0
1435,2024-01-19,2025-01-13,,79.0
1436,2024-01-05,12/25/2025,Y,0.0
1437,2024-01-17,2024-12-12,N,0.0
1438,2024-01-11,2025-04-05,N,149.0
1439,2024-01-15,09/11/2024,N,49.0
1440,2024-01-28,2024-06-26,N,39.0
1441,,09/27/2024,N,39.0
1442,2024-01-08,2025-10-29,N,0.0
1443,2024-01-31,06/24/2025,N,149.0
1444,,,Y,99.0
1445,2024-01-13,01/02/2026,N,149.0
1446,2024-01-12,,N,29.0
1447,2024-01-28,,Y,39.0
1448,2024-01-10,12/30/2025,N,0.0
1449,2024-01-03,2025-03-28,Y,49.0
1450,2024-01-19,2025-12-09,Y,0.0
1451,2024-01-19,2026-01-08,Y,0.0
1452,2024-01-08,2025-05-02,N,59.0
1453,2024-01-22,2025-11-12,N,99.0
1454,2024-01-30,,Y,0.0
1455,2024-01-31,,Y,
1456,2024-01-11,,Y,99.0
1457,2024-01-31,01/25/2025,N,0.0
1458,2024-01-27,,Y,49.0
1459,2024-01-25,,Y,0.0
1460,2024-01-25,04/19/2025,,0.0
1461,2024-01-14,,N,0.0
1462,2024-01-14,12/04/2025,Y,0.0
1463,2024-01-04,04/03/2024,N,29.0
1464,2024-01-26,12/16/2025,N,99.0
1465,2024-01-31,2025-04-25,N,0.0
1466,2024-01-23,,N,0.0
1467,2024-01-07,,N,39.0
1468,2024-01-12,,N,99.0
1469,,03/31/2024,Y,59.0
1470,2024-01-27,07/20/2025,N,79.0
1471,2024-01-28,04/22/2025,N,
1472,2024-01-27,05/26/2024,Y,0.0
1473,2024-01-26,2025-05-20,N,0.0
1474,2024-01-15,,N,49.0
1475,2024-01-25,,Y,0.0
1476,2024-01-10,,N,99.0
1477,2024-01-02,,N,29.0
1478,2024-01-24,2026-01-13,Y,0.0
1479,2024-01-27,11/17/2025,Y,0.0
1480,2024-01-14,2024-12-09,Y,39.0
1481,2024-01-12,12/07/2024,Y,79.0
1482,2024-01-15,07/08/2025,Y,0.0
1483,2024-01-29,05/23/2025,Y,99.0
1484,2024-01-10,2025-08-02,N,0.0
1485,2024-01-26,2025-11-16,N,
1486,2024-01-31,10/27/2024,N,0.0
1487,2024-01-03,05/27/2025,N,29.0
1488,2024-01-03,2024-11-28,N,39.0
1489,2024-01-27,,Y,0.0
1490,2024-01-31,,Y,0.0
1491,2024-01-18,,N,0.0
1492,2024-01-13,,Y,0.0
1493,2024-01-01,,N,59.0
1494,2024-01-17,12/07/2025,N,149.0
1495,2024-01-08,2024-05-07,N,49.0
1496,2024-01-29,,N,0.0
1497,2024-01-21,2025-02-14,Y,0.0
1498,2024-01-11,2024-05-10,N,0.0
1499,2024-01-23,2024-12-18,Y,0.0
1500,2024-01-03,10/24/2025,N,29.0
1501,2024-01-02,2025-09-23,Y,99.0
1502,2024-01-22,2025-01-16,Y,59.0
1503,2024-01-02,2024-05-31,Y,0.0
1504,2024-01-03,2025-06-26,N,149.0
1505,2024-01-24,,N,0.0
1506,2024-01-21,2025-09-12,N,0.0
1507,2024-01-13,12/08/2024,Y,
1508,2024-01-20,07/18/2024,N,0.0
1509,2024-01-17,2025-11-07,Y,99.0
1510,2024-01-11,10/02/2025,N,39.0
1511,2024-01-18,2024-11-13,Y,149.0
1512,2024-01-07,2024-05-06,N,39.0
1513,2024-01-31,06/29/2024,Y,79.0
1514,2024-01-18,01/07/2026,Y,99.0
1515,2024-01-06,,N,0.0
1516,2024-01-26,,N,39.0
1517,2024-01-05,,N,0.0
1518,2024-01-14,10/05/2025,Y,0.0
1519,2024-01-19,,N,
1520,2024-01-18,,N,29.0
1521,2024-01-15,2025-02-08,N,0.0
1522,2024-01-18,08/10/2025,N,0.0
1523,2024-01-07,,N,0.0
1524,2024-01-24,2025-04-18,N,0.0
1525,2024-01-18,2025-07-11,N,59.0
1526,2024-01-03,2025-07-26,Y,29.0
1527,2024-01-07,2025-11-27,N,79.0
1528,2024-01-06,,N,49.0
1529,2024-01-24,,N,39.0
1530,2024-01-08,,N,29.0
1531,2024-01-23,2025-02-16,Y,0.0
1532,2024-01-11,,N,0.0
1533,2024-01-09,2025-06-02,Y,0.0
1534,2024-01-02,12/27/2024,Y,0.0
1535,2024-01-24,2024-10-20,Y,59.0
1536,2024-01-22,10/18/2024,N,0.0
1537,2024-01-19,01/08/2026,N,0.0
1538,2024-01-03,2025-09-24,Y,149.0
1539,,,Y,29.0
1540,2024-01-24,2024-07-22,Y,49.0
1541,2024-01-01,2025-01-25,Y,0.0
1542,2024-01-30,2024-08-27,N,0.0
1543,2024-01-24,2024-09-20,Y,99.0
1544,2024-01-16,09/07/2025,Y,0.0
1545,2024-01-08,03/03/2025,Y,79.0
1546,2024-01-03,,Y,29.0
1547,2024-01-09,09/05/2024,Y,0.0
1548,2024-01-25,,N,0.0
1549,2024-01-27,2024-08-24,N,39.0
1550,2024-01-31,2025-02-24,Y,0.0
1551,2024-01-18,2025-01-12,N,0.0
1552,,,N,0.0
1553,2024-01-04,,Y,0.0
1554,2024-01-17,,N,0.0
1555,2024-01-22,04/16/2025,Y,59.0
1556,2024-01-31,02/24/2025,N,0.0
1557,2024-01-09,2025-04-03,N,0.0
1558,2024-01-23,,Y,29.0
1559,2024-01-21,,Y,99.0
1560,2024-01-08,2024-10-04,Y,0.0
1561,2024-01-25,2025-08-17,Y,149.0
1562,2024-01-14,,N,39.0
1563,2024-01-09,03/04/2025,N,0.0
1564,2024-01-06,2024-09-02,N,39.0
1565,2024-01-27,2025-06-20,N,0.0
1566,2024-01-01,2024-11-26,Y,0.0
1567,2024-01-22,01/16/2025,N,39.0
1568,2024-01-19,,N,49.0
1569,2024-01-01,,N,49.0
1570,2024-01-21,2025-07-14,,0.0
1571,2024-01-03,09/24/2025,N,99.0
1572,2024-01-09,,Y,29.0
1573,2024-01-11,2025-08-03,N,99.0
1574,2024-01-02,04/01/2024,Y,0.0
1575,2024-01-03,,N,0.0
1576,2024-01-14,05/08/2025,N,29.0
1577,2024-01-17,12/07/2025,Y,0.0
1578,2024-01-12,,Y,0.0
1579,2024-01-15,05/09/2025,Y,0.0
1580,2024-01-28,05/22/2025,N,39.0
1581,2024-01-16,2025-03-11,N,0.0
1582,2024-01-04,2024-08-01,N,
1583,2024-01-30,,N,99.0
1584,2024-01-11,10/02/2025,Y,0.0
1585,2024-01-17,,,0.0
1586,2024-01-18,05/17/2024,Y,0.0
1587,2024-01-09,2025-08-31,N,0.0
1588,2024-01-22,,N,0.0
1589,2024-01-07,01/01/2025,Y,0.0
1590,2024-01-11,04/10/2024,Y,0.0
1591,2024-01-12,,N,0.0
1592,2024-01-06,05/05/2024,Y,
1593,2024-01-07,06/30/2025,N,79.0
1594,2024-01-12,,N,0.0
1595,2024-01-23,2024-07-21,N,0.0
1596,2024-01-30,,Y,59.0
1597,,,Y,79.0
1598,2024-01-30,01/19/2026,Y,0.0
1599,2024-01-28,04/27/2024,N,0.0
1600,2024-01-07,04/01/2025,Y,0.0
1601,2024-01-02,,N,0.0
1602,2024-01-05,,Y,
1603,2024-01-03,,N,79.0
1604,2024-01-26,08/23/2024,N,0.0
1605,2024-01-23,10/19/2024,,29.0
1606,2024-01-21,01/10/2026,Y,29.0
1607,2024-01-19,,Y,79.0
1608,2024-01-16,08/08/2025,Y,59.0
1609,2024-01-25,2025-03-20,N,0.0
1610,2024-01-26,2026-01-15,Y,59.0
1611,2024-01-25,,Y,0.0
1612,2024-01-05,10/31/2024,N,59.0
1613,,04/25/2025,N,
1614,2024-01-07,09/28/2025,N,0.0
1615,2024-01-08,,N,79.0
1616,2024-01-23,06/16/2025,Y,0.0
1617,,2024-09-27,N,0.0
1618,2024-01-30,08/27/2024,N,0.0
1619,2024-01-13,2025-02-06,Y,0.0
1620,2024-01-24,01/18/2025,N,0.0
1621,2024-01-23,06/16/2025,,39.0
1622,2024-01-08,,N,0.0
1623,2024-01-06,09/02/2024,N,39.0
1624,2024-01-04,,Y,99.0
1625,2024-01-10,2024-12-05,N,29.0
1626,2024-01-08,,Y,59.0
1627,2024-01-05,08/27/2025,Y,29.0
1628,2024-01-12,11/02/2025,Y,0.0
1629,2024-01-31,,Y,0.0
1630,2024-01-19,2025-08-11,Y,59.0
1631,2024-01-21,,N,39.0
1632,2024-01-13,,N,0.0
1633,,12/26/2024,,0.0
1634,2024-01-22,2024-08-19,N,0.0
1635,2024-01-07,04/01/2025,Y,149.0
1636,2024-01-12,,Y,49.0
1637,2024-01-30,,Y,0.0
1638,2024-01-26,2024-04-25,Y,0.0
1639,2024-01-08,,N,99.0
1640,2024-01-21,,N,0.0
1641,2024-01-19,10/10/2025,N,79.0
1642,2024-01-07,,N,0.0
1643,2024-01-11,10/02/2025,N,0.0
1644,2024-01-25,2025-01-19,Y,0.0
1645,2024-01-19,2025-05-13,Y,0.0
1646,2024-01-08,11/03/2024,Y,0.0
1647,2024-01-21,,Y,149.0
1648,2024-01-27,,Y,0.0
1649,2024-01-13,2024-04-12,N,39.0
1650,2024-01-26,11/16/2025,Y,0.0
1651,2024-01-14,2024-06-12,Y,0.0
1652,2024-01-03,,Y,149.0
1653,2024-01-30,12/20/2025,N,59.0
1654,2024-01-24,,Y,0.0
1655,2024-01-21,,Y,59.0
1656,2024-01-13,,Y,59.0
1657,2024-01-20,11/15/2024,Y,59.0
1658,2024-01-01,02/24/2025,N,39.0
1659,2024-01-02,05/31/2024,N,0.0
1660,2024-01-18,2024-05-17,Y,0.0
1661,2024-01-13,08/10/2024,Y,0.0
1662,2024-01-13,,Y,79.0
1663,2024-01-21,,N,0.0
1664,2024-01-02,,Y,0.0
1665,2024-01-26,2024-04-25,N,0.0
1666,2024-01-13,2024-04-12,Y,79.0
1667,2024-01-24,,N,0.0
1668,2024-01-26,11/21/2024,N,39.0
1669,2024-01-12,,N,0.0
1670,2024-01-09,07/07/2024,Y,0.0
1671,2024-01-26,,Y,0.0
1672,2024-01-21,,Y,0.0
1673,2024-01-27,2025-02-20,Y,149.0
1674,2024-01-12,,N,0.0
1675,2024-01-21,2025-11-11,N,29.0
1676,2024-01-01,09/27/2024,N,0.0
1677,2024-01-13,11/08/2024,Y,0.0
1678,2024-01-17,,N,0.0
1679,2024-01-10,,Y,0.0
1680,2024-01-09,,Y,0.0
1681,2024-01-01,,Y,0.0
1682,2024-01-05,,N,59.0
1683,,,Y,0.0
1684,,,N,29.0
1685,2024-01-29,01/18/2026,Y,0.0
1686,2024-01-18,,N,149.0
1687,,06/29/2024,N,0.0
1688,2024-01-31,07/29/2024,Y,0.0
1689,2024-01-10,2024-09-06,N,0.0
1690,2024-01-12,07/05/2025,Y,99.0
1691,2024-01-16,,Y,39.0
1692,2024-01-12,2025-03-07,N,0.0
1693,2024-01-16,,Y,0.0
1694,2024-01-07,2024-09-03,N,59.0
1695,2024-01-23,01/17/2025,Y,99.0
1696,2024-01-05,09/26/2025,N,79.0
1697,,2024-03-31,N,49.0
1698,2024-01-05,2025-01-29,N,0.0
1699,2024-01-01,03/31/2024,N,0.0
1700,2024-01-22,2024-11-17,Y,0.0
1701,2024-01-12,01/06/2025,Y,149.0
1702,2024-01-19,08/16/2024,Y,
1703,2024-01-14,,Y,0.0
1704,,08/28/2024,Y,0.0
1705,2024-01-06,2025-12-26,Y,0.0
1706,2024-01-07,2024-05-06,N,49.0
1707,2024-01-29,11/24/2024,N,0.0
1708,2024-01-21,,N,49.0
1709,2024-01-12,06/05/2025,N,0.0
1710,2024-01-23,,Y,59.0
1711,2024-01-16,05/15/2024,N,39.0
1712,2024-01-16,12/06/2025,N,149.0
1713,2024-01-31,,N,0.0
1714,2024-01-31,,Y,39.0
1715,2024-01-09,,N,0.0
1716,,06/29/2024,Y,39.0
1717,2024-01-04,2024-09-30,N,0.0
1718,2024-01-12,2025-08-04,Y,0.0
1719,2024-01-28,2025-12-18,N,0.0
1720,2024-01-12,,N,99.0
1721,2024-01-22,01/16/2025,N,49.0
1722,2024-01-21,,N,
1723,2024-01-30,2024-04-29,N,29.0
1724,2024-01-25,,Y,49.0
1725,2024-01-24,12/19/2024,N,0.0
1726,2024-01-18,,N,79.0
1727,2024-01-16,12/06/2025,Y,79.0
1728,2024-01-08,09/04/2024,N,0.0
1729,2024-01-02,2025-12-22,,
1730,2024-01-06,09/02/2024,Y,0.0
1731,2024-01-31,2024-05-30,Y,0.0
1732,2024-01-10,12/05/2024,Y,
1733,2024-01-14,,N,0.0
1734,2024-01-16,,N,29.0
1735,2024-01-13,09/09/2024,Y,99.0
1736,,10/27/2024,N,0.0
1737,2024-01-30,05/29/2024,N,0.0
1738,2024-01-21,07/19/2024,N,0.0
1739,2024-01-19,,,59.0
1740,2024-01-29,09/20/2025,N,0.0
1741,2024-01-16,10/07/2025,Y,59.0
1742,2024-01-23,2025-08-15,Y,29.0
1743,2024-01-15,2024-05-14,Y,0.0
1744,2024-01-03,2025-05-27,N,79.0
1745,2024-01-30,,N,49.0
1746,2024-01-14,2025-10-05,Y,79.0
1747,2024-01-14,2025-06-07,Y,0.0
1748,2024-01-03,02/26/2025,Y,149.0
1749,2024-01-03,2025-05-27,Y,99.0
1750,2024-01-08,2024-10-04,Y,49.0
1751,,2025-01-25,N,49.0
1752,2024-01-27,,N,0.0
1753,2024-01-27,01/16/2026,Y,0.0
1754,2024-01-03,,N,49.0
1755,2024-01-13,,Y,39.0
1756,2024-01-06,2025-04-30,Y,0.0
1757,2024-01-10,,Y,0.0
1758,2024-01-12,08/09/2024,Y,99.0
1759,2024-01-06,2024-12-01,N,29.0
1760,2024-01-21,2025-04-15,N,79.0
1761,2024-01-25,2026-01-14,N,149.0
1762,2024-01-27,03/22/2025,N,99.0
1763,2024-01-04,2025-04-28,N,0.0
1764,2024-01-17,2025-12-07,Y,79.0
1765,2024-01-13,,N,0.0
1766,2024-01-27,2024-05-26,Y,29.0
1767,2024-01-15,,Y,99.0
1768,2024-01-07,,N,59.0
1769,2024-01-07,2025-05-01,N,59.0
1770,2024-01-13,,Y,149.0
1771,,,N,49.0
1772,2024-01-19,03/14/2025,N,29.0
1773,2024-01-22,06/20/2024,N,0.0
1774,2024-01-22,2025-07-15,Y,39.0
1775,2024-01-16,05/10/2025,Y,0.0
1776,2024-01-04,2025-10-25,N,99.0
1777,2024-01-10,,Y,99.0
1778,2024-01-19,,N,0.0
1779,2024-01-12,2025-07-05,N,49.0
1780,2024-01-16,,N,0.0
1781,2024-01-23,,N,39.0
1782,2024-01-25,,Y,0.0
1783,2024-01-27,,Y,149.0
1784,2024-01-19,,Y,0.0
1785,2024-01-15,2025-12-05,N,0.0
1786,2024-01-03,2024-09-29,Y,99.0
1787,2024-01-22,11/12/2025,N,0.0
1788,2024-01-18,07/11/2025,N,0.0
1789,2024-01-10,,N,0.0
1790,2024-01-17,07/10/2025,Y,0.0
1791,2024-01-13,06/06/2025,,0.0
1792,2024-01-03,2025-03-28,Y,149.0
1793,2024-01-25,,Y,99.0
1794,2024-01-17,,Y,0.0
1795,2024-01-01,2025-08-23,N,79.0
1796,2024-01-02,,N,59.0
1797,2024-01-20,2025-07-13,N,49.0
1798,2024-01-28,,N,99.0
1799,2024-01-22,12/17/2024,N,49.0
1800,2024-01-10,2024-09-06,N,59.0
1801,2024-01-28,,N,39.0
1802,2024-01-31,2025-04-25,Y,49.0
1803,2024-01-24,,N,0.0
1804,2024-01-21,,Y,0.0
1805,2024-01-06,,Y,0.0
1806,,04/30/2024,Y,0.0
1807,2024-01-19,,Y,39.0
1808,2024-01-02,,N,79.0
1809,2024-01-11,,Y,0.0
1810,2024-01-25,,Y,39.0
1811,2024-01-21,04/15/2025,N,
1812,2024-01-24,,N,0.0
1813,2024-01-14,,N,149.0
1814,2024-01-28,,N,79.0
1815,2024-01-12,,Y,39.0
1816,2024-01-03,,Y,0.0
1817,2024-01-23,,N,79.0
1818,2024-01-26,,N,0.0
1819,2024-01-15,2025-12-05,Y,0.0
1820,2024-01-01,,Y,99.0
1821,2024-01-18,,Y,49.0
1822,2024-01-05,,N,0.0
1823,2024-01-31,,N,149.0
1824,2024-01-09,,N,0.0
1825,2024-01-21,,N,49.0
1826,2024-01-10,2024-08-07,Y,0.0
1827,2024-01-25,2025-10-16,Y,49.0
1828,2024-01-11,,Y,0.0
1829,2024-01-30,,N,0.0
1830,2024-01-30,01/24/2025,N,0.0
1831,2024-01-06,04/05/2024,Y,149.0
1832,2024-01-04,05/28/2025,Y,149.0
1833,2024-01-04,,Y,99.0
1834,2024-01-14,05/08/2025,N,0.0
1835,2024-01-09,01/03/2025,Y,0.0
1836,2024-01-08,06/01/2025,Y,0.0
1837,2024-01-07,,Y,0.0
1838,2024-01-26,2025-12-16,Y,49.0
1839,2024-01-17,,Y,99.0
1840,2024-01-02,04/26/2025,N,59.0
1841,2024-01-13,,N,149.0
1842,2024-01-03,,Y,0.0
1843,2024-01-25,,N,59.0
1844,2024-01-14,2024-10-10,Y,0.0
1845,2024-01-18,08/15/2024,,0.0
1846,2024-01-06,2025-07-29,N,29.0
1847,2024-01-22,,Y,0.0
1848,2024-01-24,2024-07-22,Y,99.0
1849,2024-01-22,,Y,49.0
1850,2024-01-19,,N,79.0
1851,2024-01-25,2026-01-14,,99.0
1852,2024-01-16,01/10/2025,Y,49.0
1853,,2025-08-23,N,0.0
1854,2024-01-06,2025-12-26,Y,0.0
1855,2024-01-09,2025-11-29,Y,49.0
1856,2024-01-20,,N,0.0
1857,2024-01-20,,Y,39.0
1858,2024-01-21,,Y,0.0
1859,2024-01-18,11/13/2024,N,
1860,2024-01-14,2025-01-08,N,79.0
1861,2024-01-01,2024-04-30,N,0.0
1862,2024-01-24,09/20/2024,N,0.0
1863,,,N,0.0
1864,2024-01-14,2025-08-06,N,49.0
1865,2024-01-27,2026-01-16,Y,79.0
1866,2024-01-28,04/22/2025,Y,0.0
1867,2024-01-10,2024-09-06,Y,
1868,2024-01-06,06/29/2025,N,0.0
1869,2024-01-10,2025-08-02,Y,149.0
1870,2024-01-06,,Y,149.0
1871,2024-01-19,,N,29.0
1872,2024-01-04,2024-05-03,Y,
1873,2024-01-09,2024-12-04,Y,59.0
1874,2024-01-11,,Y,79.0
1875,,,N,99.0
1876,,2025-06-24,Y,0.0
1877,2024-01-30,,N,0.0
1878,2024-01-14,,N,0.0
1879,2024-01-14,,Y,0.0
1880,2024-01-31,2024-11-26,Y,0.0
1881,2024-01-17,,N,99.0
1882,2024-01-29,,N,0.0
1883,2024-01-25,,N,0.0
1884,2024-01-30,2024-04-29,Y,0.0
1885,2024-01-12,2024-11-07,N,149.0
1886,2024-01-16,,N,29.0
1887,2024-01-16,11/06/2025,Y,0.0
1888,2024-01-15,01/09/2025,N,79.0
1889,2024-01-23,,N,29.0
1890,2024-01-03,,N,49.0
1891,2024-01-28,,N,0.0
1892,2024-01-20,11/10/2025,N,0.0
1893,2024-01-01,,N,0.0
1894,2024-01-10,10/01/2025,Y,59.0
1895,2024-01-25,2025-04-19,Y,79.0
1896,2024-01-30,04/29/2024,N,39.0
1897,2024-01-02,,Y,0.0
1898,2024-01-31,,N,99.0
1899,2024-01-20,2024-05-19,N,149.0
1900,2024-01-14,,Y,0.0
1901,2024-01-31,,Y,0.0
1902,2024-01-13,,N,0.0
1903,2024-01-20,08/17/2024,Y,0.0
1904,2024-01-30,07/23/2025,Y,0.0
1905,2024-01-30,2025-04-24,Y,0.0
1906,2024-01-09,,N,0.0
1907,2024-01-14,12/04/2025,N,0.0
1908,2024-01-27,06/20/2025,Y,0.0
1909,,2025-06-24,Y,0.0
1910,2024-01-15,07/08/2025,Y,0.0
1911,2024-01-05,,N,149.0
1912,2024-01-28,2024-04-27,,39.0
1913,,05/30/2024,Y,39.0
1914,2024-01-10,08/02/2025,N,79.0
1915,2024-01-29,11/24/2024,Y,29.0
1916,2024-01-04,,Y,0.0
1917,2024-01-28,01/17/2026,N,0.0
1918,2024-01-08,,N,0.0
1919,2024-01-20,2025-10-11,Y,0.0
1920,2024-01-07,,Y,0.0
1921,2024-01-16,03/11/2025,Y,49.0
1922,2024-01-31,,Y,149.0
1923,2024-01-17,07/10/2025,N,39.0
1924,2024-01-24,2024-06-22,N,0.0
1925,2024-01-23,2025-07-16,N,0.0
1926,2024-01-03,2024-12-28,N,0.0
1927,2024-01-31,01/20/2026,Y,0.0
1928,2024-01-13,11/03/2025,N,0.0
1929,2024-01-21,,N,59.0
1930,2024-01-12,,Y,99.0
1931,2024-01-07,,Y,0.0
1932,2024-01-25,02/18/2025,Y,39.0
1933,2024-01-24,2025-11-14,N,39.0
1934,2024-01-06,2025-03-31,Y,0.0
1935,2024-01-23,07/21/2024,Y,0.0
1936,2024-01-16,2025-04-10,N,29.0
1937,2024-01-28,2024-09-24,Y,59.0
1938,2024-01-11,12/31/2025,N,39.0
1939,2024-01-13,08/10/2024,N,0.0
1940,2024-01-18,02/11/2025,Y,59.0
1941,,,Y,39.0
1942,2024-01-31,,N,29.0
1943,2024-01-04,2025-02-27,Y,29.0
1944,2024-01-26,,Y,0.0
1945,2024-01-16,2025-10-07,N,0.0
1946,2024-01-27,,N,49.0
1947,2024-01-01,11/21/2025,N,0.0
1948,2024-01-24,,N,99.0
1949,2024-01-05,,N,99.0
1950,2024-01-12,,Y,0.0
1951,2024-01-15,2024-04-14,N,149.0
1952,2024-01-12,,N,59.0
1953,,05/25/2025,Y,0.0
1954,2024-01-29,,N,59.0
1955,2024-01-06,09/27/2025,Y,29.0
1956,2024-01-10,12/05/2024,N,
1957,2024-01-11,,Y,99.0
1958,2024-01-17,08/09/2025,N,49.0
1959,2024-01-25,,Y,99.0
1960,,,N,149.0
1961,2024-01-07,,Y,99.0
1962,2024-01-27,,Y,
1963,2024-01-20,01/14/2025,Y,0.0
1964,2024-01-24,03/19/2025,Y,0.0
1965,2024-01-24,2025-06-17,N,79.0
1966,2024-01-29,2024-08-26,N,149.0
1967,2024-01-24,,Y,0.0
1968,2024-01-24,,Y,0.0
1969,2024-01-09,,,0.0
1970,2024-01-21,,Y,0.0
1971,2024-01-27,08/24/2024,Y,59.0
1972,2024-01-18,,N,59.0
1973,2024-01-28,,Y,39.0
1974,2024-01-02,2024-04-01,N,0.0
1975,2024-01-17,2025-09-08,N,149.0
1976,2024-01-18,2025-05-12,N,0.0
1977,2024-01-16,,Y,149.0
1978,2024-01-09,2025-08-01,N,49.0
1979,2024-01-03,06/26/2025,Y,0.0
1980,2024-01-24,08/16/2025,Y,79.0
1981,2024-01-08,2025-03-03,Y,0.0
1982,2024-01-01,,N,79.0
1983,2024-01-15,2025-03-10,N,0.0
1984,2024-01-29,2024-12-24,N,29.0
1985,2024-01-08,2024-10-04,Y,0.0
1986,2024-01-02,,Y,99.0
1987,2024-01-14,2026-01-03,N,29.0
1988,2024-01-08,,Y,0.0
1989,2024-01-03,2024-10-29,Y,0.0
1990,2024-01-30,,Y,0.0
1991,2024-01-23,05/17/2025,N,99.0
1992,2024-01-18,04/12/2025,Y,0.0
1993,2024-01-04,,Y,99.0
1994,2024-01-11,2025-04-05,Y,39.0
1995,2024-01-01,2024-04-30,N,59.0
1996,2024-01-29,,N,59.0
1997,2024-01-30,2024-12-25,Y,0.0
1998,2024-01-02,2025-07-25,Y,0.0
1999,2024-01-15,01/09/2025,N,149.0
2000,,02/24/2025,N,0.0
2001,2024-01-26,,Y,0.0
2002,,12/21/2025,Y,0.0
2003,2024-01-22,11/17/2024,N,
2004,2024-01-21,10/12/2025,N,29.0
2005,2024-01-05,,N,149.0
2006,2024-01-04,,Y,0.0
2007,2024-01-11,12/01/2025,Y,0.0
2008,2024-01-27,,N,0.0
2009,2024-01-18,2025-06-11,,0.0
2010,2024-01-11,,Y,59.0
2011,2024-01-11,2024-12-06,N,29.0
2012,2024-01-20,2025-02-13,Y,0.0
2013,2024-01-13,,N,149.0
2014,,,N,59.0
2015,2024-01-06,,Y,0.0
2016,2024-01-28,07/26/2024,N,0.0
2017,2024-01-24,2025-11-14,N,0.0
2018,2024-01-14,,Y,0.0
2019,2024-01-21,,Y,
2020,2024-01-03,,Y,0.0
2021,2024-01-15,09/06/2025,N,59.0
2022,2024-01-05,,Y,49.0
2023,2024-01-28,,N,0.0
2024,2024-01-12,08/04/2025,N,39.0
2025,2024-01-25,07/18/2025,N,0.0
2026,2024-01-18,,N,0.0
2027,2024-01-18,,Y,0.0
2028,2024-01-08,07/06/2024,N,59.0
2029,2024-01-27,,Y,0.0
2030,,,,39.0
2031,2024-01-29,2024-12-24,Y,0.0
2032,2024-01-19,10/15/2024,N,49.0
2033,2024-01-26,11/16/2025,N,0.0
2034,2024-01-04,,Y,0.0
2035,2024-01-09,,Y,149.0
2036,2024-01-08,2025-05-02,Y,49.0
2037,2024-01-07,12/02/2024,N,0.0
2038,2024-01-10,2025-10-01,Y,0.0
2039,2024-01-15,2025-08-07,N,0.0
2040,2024-01-02,,N,99.0
2041,2024-01-07,08/29/2025,Y,59.0
2042,2024-01-01,2024-10-27,N,99.0
2043,2024-01-16,06/14/2024,Y,149.0
2044,2024-01-18,2025-03-13,Y,39.0
2045,2024-01-24,2025-01-18,Y,0.0
2046,2024-01-24,08/21/2024,Y,0.0
2047,2024-01-12,09/08/2024,Y,0.0
2048,2024-01-16,,N,0.0
2049,2024-01-06,,N,0.0
2050,2024-01-16,07/14/2024,N,79.0
2051,,2025-06-24,N,0.0
2052,2024-01-08,,Y,0.0
2053,2024-01-03,,Y,39.0
2054,2024-01-24,09/20/2024,Y,0.0
2055,2024-01-02,2025-01-26,Y,0.0
2056,2024-01-01,,Y,0.0
2057,2024-01-02,,N,59.0
2058,2024-01-14,,Y,29.0
2059,,2025-02-24,N,0.0
2060,2024-01-29,08/26/2024,Y,0.0
2061,2024-01-20,10/11/2025,N,0.0
2062,2024-01-21,2024-04-20,Y,29.0
2063,2024-01-14,2025-10-05,N,0.0
